failed_attempts_5m,ip_reputation_score,velocity_kmh,is_tor_or_vpn,country_mismatch,hour_anomaly_score,device_trust_score,is_compromised
8,0.5592,1690.76,1,0,0.7604,0.5774,1
0,0.1783,41.72,0,0,0.0637,0.9529,0
0,0.0412,17.32,0,0,0.0729,0.7734,0
0,0.0551,3.51,0,0,0.0795,0.5643,0
3,0.7861,173.73,0,1,0.731,0.1186,1
1,0.297,150.84,0,1,0.0261,0.9195,0
1,0.2386,1.18,0,0,0.2232,0.8347,0
0,0.1723,12.83,0,1,0.0345,0.9375,0
0,0.1325,45.88,0,0,0.073,0.7924,0
0,0.2088,4.5,0,0,0.0968,0.9722,0
0,0.1237,28.56,0,0,0.0154,0.8871,0
0,0.0888,1.77,0,0,0.3865,0.9501,0
1,0.084,20.72,0,0,0.0594,0.8706,0
10,0.908,26.02,0,1,0.8698,0.0777,1
0,0.0353,17.88,0,0,0.1395,0.6781,0
1,0.0412,32.52,0,0,0.4092,0.7693,0
0,0.152,58.32,0,0,0.0387,0.7311,0
0,0.0436,13.27,0,0,0.3514,0.8335,0
0,0.0633,34.53,0,0,0.1731,0.7485,0
0,0.0264,13.74,0,0,0.0163,0.8047,0
0,0.3162,5.72,0,0,0.2039,0.8856,0
1,0.0859,2.62,0,0,0.1472,0.945,0
2,0.2536,21.43,0,0,0.0055,0.7704,0
0,0.0453,0.62,0,0,0.0194,0.8386,0
0,0.1069,36.1,0,0,0.0486,0.9463,0
1,0.0165,32.9,0,0,0.1195,0.9555,0
0,0.2387,21.78,0,0,0.0365,0.8032,0
1,0.1053,2.69,0,0,0.175,0.7691,0
0,0.1384,1.44,0,0,0.0385,0.7893,0
1,0.3229,57.16,0,0,0.4368,0.9446,0
0,0.1988,29.48,0,0,0.127,0.756,0
0,0.1593,4.37,0,0,0.1237,0.9035,0
0,0.0605,46.0,0,0,0.2428,0.6191,0
0,0.0698,65.07,0,0,0.2407,0.7703,0
0,0.0617,35.13,1,0,0.3238,0.9296,0
0,0.3116,39.56,0,0,0.0577,0.9593,0
0,0.1188,23.2,0,0,0.2248,0.9548,0
0,0.0416,0.39,0,0,0.0396,0.8531,0
1,0.2161,27.4,0,0,0.2265,0.9408,0
0,0.0981,12.22,0,0,0.4308,0.9422,0
1,0.1231,38.14,0,0,0.0041,0.743,0
1,0.3632,29.19,0,0,0.1482,0.8358,0
0,0.029,13.04,0,0,0.0383,0.8206,0
11,0.9072,3093.84,1,0,0.6135,0.3609,1
10,0.7857,42.05,1,1,0.4353,0.3241,1
1,0.0299,71.56,0,0,0.0418,0.792,0
0,0.1535,16.9,0,0,0.116,0.8755,0
0,0.0321,82.47,0,0,0.011,0.7683,0
0,0.0405,75.97,0,0,0.2551,0.9026,0
0,0.0858,86.79,0,0,0.1835,0.6361,0
1,0.1664,4.31,0,0,0.0503,0.8772,0
7,0.9405,1704.28,1,0,0.8688,0.1402,1
0,0.0854,45.6,0,0,0.2841,0.9644,0
0,0.0531,52.86,0,0,0.1207,0.8138,0
1,0.16,3.6,0,0,0.182,0.8368,0
1,0.3281,19.34,0,0,0.002,0.7717,0
0,0.0361,25.33,0,0,0.1156,0.8652,0
2,0.0449,3.14,0,0,0.0174,0.8988,0
0,0.176,41.29,0,0,0.5199,0.702,0
0,0.0767,28.84,0,0,0.0078,0.8817,0
1,0.1801,24.8,0,0,0.1409,0.9793,0
0,0.0886,39.55,0,0,0.1384,0.9985,0
0,0.1274,51.83,0,0,0.2729,0.7161,0
1,0.2073,5.5,0,0,0.1064,0.7726,0
3,0.2207,12.29,0,0,0.1611,0.9132,0
0,0.0581,31.7,0,0,0.1746,0.7228,0
1,0.2087,75.5,0,0,0.3497,0.8914,0
0,0.1039,3.72,0,0,0.3469,0.8042,0
0,0.0442,68.36,0,0,0.0434,0.838,0
0,0.0573,2.57,0,0,0.2627,0.9066,0
10,0.9157,0.61,0,1,0.5987,0.0737,1
1,0.1007,15.68,0,0,0.1489,0.9253,0
1,0.1812,9.76,0,0,0.0275,0.9122,0
1,0.2546,84.44,0,0,0.1412,0.8877,0
0,0.0647,36.35,0,0,0.2976,0.4906,0
0,0.1906,2.62,0,0,0.582,0.7159,0
0,0.1554,25.81,0,0,0.2612,0.7463,0
0,0.0761,2.08,0,0,0.5889,0.6696,0
0,0.1661,7.75,0,0,0.2697,0.9717,0
0,0.0042,79.0,0,0,0.343,0.9363,0
0,0.0584,24.97,0,0,0.3008,0.9571,0
0,0.2742,4.92,0,0,0.361,0.7873,0
1,0.1269,36.93,0,0,0.2175,0.9441,0
0,0.1374,12.42,0,0,0.1716,0.9175,0
0,0.0413,17.7,0,0,0.2138,0.8864,0
0,0.202,5.83,0,0,0.1298,0.875,0
1,0.175,38.62,0,0,0.1815,0.9666,0
0,0.1042,4.39,0,0,0.117,0.9013,0
12,0.8945,1462.61,1,1,0.7665,0.1105,1
0,0.1505,5.13,0,0,0.1231,0.9275,0
1,0.3341,126.09,0,0,0.1472,0.85,0
1,0.1651,31.77,0,0,0.1274,0.8502,0
4,0.5076,70.11,0,1,0.5754,0.0046,1
2,0.1938,60.68,0,0,0.0493,0.7996,0
2,0.1642,219.61,0,0,0.0353,0.6738,0
1,0.1195,105.64,0,1,0.1284,0.7164,0
7,0.5952,1700.14,1,0,0.8831,0.0163,1
6,0.8435,3358.43,0,1,0.919,0.0634,1
0,0.0814,42.76,0,0,0.2832,0.8332,0
6,0.934,208.2,0,0,0.7089,0.8143,1
0,0.1117,79.19,0,0,0.2901,0.8678,0
15,0.9416,2387.51,1,0,0.475,0.3754,1
1,0.1244,134.26,0,0,0.1298,0.8758,0
0,0.0423,27.92,0,0,0.162,0.7622,0
2,0.1327,29.64,0,0,0.1498,0.7211,0
0,0.0137,2.36,0,0,0.0684,0.8814,0
0,0.0136,10.99,0,0,0.3226,0.6402,0
1,0.2266,13.42,0,0,0.0248,0.6743,0
0,0.1623,65.44,0,0,0.2038,0.8915,0
0,0.0486,38.06,0,0,0.4388,0.8658,0
12,0.9812,1950.0,0,1,0.828,0.0372,1
1,0.0639,38.6,0,0,0.4992,0.9562,0
2,0.1115,37.05,0,0,0.0196,0.739,0
0,0.0646,34.56,0,0,0.0597,0.765,0
0,0.1212,20.67,0,1,0.1462,0.942,0
1,0.1092,150.3,0,0,0.1447,0.9229,0
0,0.0702,26.21,0,0,0.0875,0.9659,0
10,0.6749,1512.54,1,1,0.8047,0.0957,1
0,0.0725,4.59,0,0,0.0077,0.6786,0
0,0.0895,13.53,0,0,0.1632,0.6492,0
0,0.0784,4.99,0,0,0.1497,0.8576,0
2,0.0267,29.98,0,0,0.1163,0.9527,0
2,0.0146,12.97,0,0,0.0523,0.7204,0
0,0.0269,131.81,0,0,0.0664,0.7305,0
5,0.8376,36.1,0,0,0.741,0.0393,1
6,0.9059,1550.89,1,1,0.6117,0.2421,1
1,0.0659,65.83,0,0,0.094,0.9106,0
0,0.063,1.33,0,0,0.2544,0.9265,0
0,0.0688,14.57,0,0,0.0583,0.9347,0
0,0.106,57.47,0,0,0.0553,0.7731,0
0,0.0898,10.2,0,0,0.4573,0.7679,0
12,0.8698,1608.43,1,1,0.778,0.0775,1
0,0.0225,25.03,0,0,0.1955,0.9265,0
0,0.1164,45.31,0,0,0.0042,0.8003,0
11,0.3348,968.07,1,0,0.3539,0.268,1
0,0.0837,72.0,0,0,0.1847,0.8566,0
0,0.0538,214.46,0,0,0.4061,0.8162,0
0,0.013,12.89,0,0,0.0679,0.9808,0
0,0.1249,132.32,0,0,0.1984,0.5352,0
0,0.1273,94.96,0,0,0.007,0.9647,0
0,0.0373,11.78,0,0,0.0253,0.7277,0
2,0.0524,58.39,0,0,0.0205,0.813,0
0,0.1008,31.81,0,0,0.0041,0.9545,0
0,0.0584,50.85,0,0,0.3209,0.7848,0
0,0.045,12.13,0,0,0.2249,0.6909,0
0,0.0228,70.04,0,1,0.259,0.6779,0
0,0.4194,38.31,0,0,0.2835,0.8962,0
7,0.8119,2927.11,1,1,0.7388,0.028,1
0,0.224,1.24,0,0,0.0076,0.864,0
0,0.1675,25.93,0,0,0.2227,0.6566,0
0,0.0258,13.59,0,0,0.0437,0.4163,0
0,0.1095,12.42,0,0,0.0566,0.7345,0
1,0.115,103.64,0,0,0.0556,0.9246,0
18,0.8617,3435.79,0,0,0.5999,0.0884,1
0,0.0384,5.4,0,0,0.017,0.7013,0
0,0.0209,2.06,0,0,0.0529,0.9781,0
0,0.0995,71.42,1,0,0.2833,0.7518,0
0,0.109,67.06,0,0,0.0625,0.8697,0
0,0.0511,31.49,0,0,0.0381,0.6903,0
1,0.0498,15.21,0,0,0.1246,0.6622,0
6,0.9271,30.62,1,1,0.7551,0.2012,1
0,0.0852,57.4,0,0,0.0181,0.9432,0
0,0.1006,22.88,0,0,0.0778,0.8969,0
8,0.7907,2437.92,0,0,0.8191,0.1882,1
0,0.0232,60.94,0,0,0.3295,0.815,0
6,0.527,39.24,1,0,0.454,0.1154,1
0,0.0614,14.62,0,0,0.2122,0.9189,0
0,0.0057,13.74,0,1,0.1086,0.8789,0
0,0.025,2.26,0,0,0.0816,0.8781,0
0,0.0968,18.02,0,0,0.1302,0.8301,0
0,0.0746,11.45,0,0,0.1949,0.6409,0
0,0.0225,28.1,0,0,0.1319,0.9243,0
0,0.3149,12.64,0,0,0.3345,0.8493,0
10,0.6631,21.5,0,1,0.947,0.0941,1
0,0.1645,27.21,0,0,0.1456,0.8758,0
1,0.1014,2.68,0,0,0.0609,0.8849,0
2,0.1036,58.57,0,0,0.0543,0.9291,0
0,0.2026,48.47,0,0,0.2049,0.982,0
9,0.7734,50.59,1,1,0.5055,0.1628,1
0,0.056,2.92,0,0,0.0171,0.9579,0
0,0.2095,3.0,0,1,0.2001,0.8712,0
1,0.0109,25.48,0,0,0.0727,0.8699,0
0,0.2563,14.73,0,0,0.0296,0.82,0
0,0.0439,30.1,0,0,0.3004,0.7382,0
4,0.7494,860.62,1,1,0.8017,0.638,1
0,0.099,109.59,0,0,0.1032,0.9067,0
0,0.0458,1.7,0,0,0.382,0.9704,0
0,0.0102,79.14,0,0,0.1335,0.8631,0
1,0.2999,3.37,0,0,0.01,0.7869,0
0,0.0915,24.83,0,0,0.4151,0.7143,0
6,0.8629,1283.47,1,1,0.6896,0.1356,1
0,0.0012,30.25,0,0,0.0627,0.7593,0
0,0.2354,16.56,0,0,0.324,0.5996,0
1,0.1173,14.15,0,0,0.0076,0.725,0
0,0.1768,13.56,0,0,0.0976,0.8924,0
13,0.7192,860.45,1,1,0.8505,0.0454,1
0,0.0059,13.42,0,0,0.1967,0.9173,0
1,0.0339,33.71,0,0,0.1184,0.9624,0
1,0.0293,14.92,0,0,0.0748,0.8153,0
0,0.0735,61.04,0,0,0.1564,0.7761,0
0,0.1271,120.79,0,0,0.0816,0.8018,0
0,0.1137,97.81,0,0,0.1922,0.9009,0
1,0.085,6.03,0,0,0.0876,0.6098,0
1,0.104,72.7,0,0,0.3284,0.8959,0
0,0.1329,46.33,0,0,0.073,0.9291,0
0,0.0811,0.38,0,0,0.2189,0.9425,0
2,0.2545,13.54,0,0,0.0536,0.7736,0
0,0.0619,17.71,0,0,0.196,0.9284,0
0,0.0978,104.98,0,0,0.1344,0.6383,0
14,0.6063,2955.18,1,1,0.5627,0.131,1
1,0.1303,6.11,0,0,0.2263,0.6938,0
0,0.0369,12.98,0,0,0.1515,0.938,0
0,0.141,35.72,0,0,0.0359,0.9856,0
6,0.8196,2503.53,1,1,0.7147,0.1081,1
0,0.1627,84.27,0,1,0.1855,0.4078,0
9,0.8584,1869.48,1,0,0.8072,0.0702,1
0,0.0597,1.84,0,0,0.0484,0.8694,0
0,0.2329,28.72,0,0,0.2468,0.8578,0
0,0.1093,2.98,0,0,0.0541,0.8496,0
0,0.3168,116.23,0,0,0.0294,0.9512,0
0,0.1205,40.67,0,0,0.2733,0.9131,0
0,0.2107,34.79,0,0,0.3679,0.8976,0
0,0.1015,35.8,0,0,0.2643,0.8599,0
0,0.1335,35.35,0,0,0.0183,0.9639,0
0,0.0211,21.88,0,0,0.0747,0.9876,0
0,0.1729,49.39,0,0,0.2268,0.9598,0
0,0.1498,38.03,0,0,0.1691,0.9745,0
0,0.1018,32.96,0,0,0.1802,0.7861,0
2,0.0812,62.5,0,0,0.1339,0.9032,0
1,0.1607,16.32,0,0,0.0518,0.7469,0
0,0.1288,3.46,0,1,0.0786,0.9139,0
1,0.0046,5.11,0,0,0.1361,0.7644,0
0,0.1459,1.5,0,0,0.1497,0.9165,0
2,0.0389,58.87,0,0,0.1262,0.7664,0
0,0.0572,10.57,0,0,0.2753,0.8298,0
0,0.0829,11.86,0,0,0.0104,0.8425,0
0,0.0429,190.28,0,0,0.4013,0.9282,0
13,0.84,129.58,1,0,0.8556,0.1343,1
0,0.1292,43.38,0,0,0.1682,0.807,0
1,0.1847,51.48,0,0,0.0408,0.6938,0
0,0.0778,22.15,0,1,0.0547,0.7445,0
6,0.8761,2218.12,0,0,0.519,0.2238,1
12,0.9387,2259.15,0,1,0.5866,0.3075,1
0,0.0878,120.41,0,0,0.0821,0.9583,0
0,0.0374,64.5,0,0,0.2144,0.5954,0
0,0.1421,1.35,0,0,0.1192,0.9482,0
1,0.32,92.98,0,0,0.1496,0.9282,0
0,0.1245,63.34,0,0,0.2925,0.8106,0
0,0.1302,15.75,0,0,0.0107,0.8955,0
0,0.2702,18.11,0,0,0.0837,0.9745,0
0,0.0758,13.01,0,0,0.2298,0.6372,0
0,0.2679,38.24,0,0,0.0014,0.714,0
9,0.8075,64.39,1,0,0.4078,0.1657,1
8,0.8279,27.55,0,1,0.9216,0.179,1
1,0.0697,19.3,1,0,0.2034,0.9934,0
2,0.1583,9.54,0,0,0.1389,0.8288,0
0,0.1097,79.18,0,0,0.1779,0.7,0
0,0.1155,5.31,0,0,0.1088,0.7299,0
0,0.0456,42.82,0,0,0.3677,0.754,0
0,0.0134,0.93,0,0,0.0959,0.9186,0
0,0.0418,46.31,0,0,0.0631,0.9457,0
0,0.1012,43.53,0,0,0.583,0.9131,0
5,0.6234,13.68,1,1,0.8743,0.2023,1
0,0.0657,47.16,0,0,0.0216,0.9624,0
0,0.0614,0.42,0,0,0.4605,0.9062,0
0,0.0853,50.96,0,0,0.2122,0.7585,0
1,0.1198,16.29,0,0,0.3554,0.9311,0
8,0.942,1548.04,1,1,0.5647,0.0251,1
9,0.714,27.5,0,1,0.674,0.0281,1
0,0.2876,19.1,0,0,0.122,0.917,0
6,0.4824,2923.68,1,0,0.3007,0.099,1
0,0.0418,20.14,0,0,0.0103,0.8468,0
0,0.1693,40.47,0,0,0.3545,0.8105,0
1,0.0836,15.52,0,1,0.3958,0.8131,0
1,0.0935,19.21,0,0,0.0673,0.9341,0
0,0.1398,26.44,0,0,0.0918,0.7315,0
0,0.0941,1.4,0,0,0.135,0.8918,0
0,0.106,24.99,0,0,0.4576,0.8991,0
1,0.0729,30.86,0,0,0.0346,0.7203,0
0,0.0426,69.15,0,0,0.3738,0.9336,0
1,0.208,8.26,0,0,0.0673,0.865,0
0,0.1712,25.15,0,0,0.1417,0.5761,0
0,0.1444,58.71,0,0,0.1453,0.9357,0
0,0.2574,18.56,0,0,0.0509,0.8539,0
0,0.0727,34.83,0,0,0.1367,0.974,0
0,0.119,52.19,0,0,0.285,0.8537,0
7,0.9063,2235.39,0,1,0.857,0.1102,1
0,0.2529,5.37,0,0,0.2236,0.9596,0
3,0.6085,1790.45,1,0,0.647,0.2212,1
7,0.7923,1315.94,0,1,0.6654,0.0801,1
12,0.5742,38.6,0,0,0.5679,0.2683,1
0,0.2073,159.0,0,1,0.0876,0.9409,0
0,0.0691,87.31,0,0,0.1545,0.4326,0
0,0.0836,0.68,0,0,0.4296,0.8538,0
5,0.5169,890.08,0,0,0.5945,0.3588,1
0,0.0543,8.43,0,0,0.1275,0.9606,0
0,0.2999,113.07,0,0,0.0093,0.7562,0
0,0.0146,77.49,0,0,0.1797,0.8393,0
0,0.145,19.26,0,0,0.0227,0.8169,0
0,0.0424,23.1,0,0,0.0449,0.9192,0
2,0.1394,38.45,0,0,0.0869,0.8879,0
0,0.1854,9.71,0,0,0.19,0.9336,0
1,0.1052,7.47,0,0,0.1476,0.7905,0
0,0.2,3.74,0,0,0.1649,0.7575,0
0,0.1613,142.48,0,0,0.2117,0.8362,0
0,0.0535,2.27,0,0,0.4635,0.8815,0
0,0.1714,21.5,0,0,0.1097,0.882,0
0,0.0391,20.5,0,0,0.0859,0.7147,0
1,0.1519,54.27,0,0,0.0076,0.8867,0
0,0.0785,15.64,0,0,0.3042,0.9918,0
1,0.0436,20.62,0,0,0.4199,0.7506,0
1,0.0032,89.73,0,0,0.1145,0.9284,0
9,0.9249,150.8,0,0,0.8252,0.1212,1
0,0.2602,6.97,0,0,0.2435,0.9072,0
0,0.0769,72.36,0,0,0.3319,0.9375,0
0,0.0697,46.46,0,0,0.3759,0.9058,0
1,0.0534,3.92,0,0,0.08,0.7476,0
0,0.0687,1.3,0,0,0.038,0.9776,0
0,0.2664,9.63,0,0,0.1381,0.943,0
2,0.0554,34.27,0,0,0.0272,0.8657,0
0,0.0206,39.34,0,0,0.3486,0.9196,0
0,0.1216,14.4,0,0,0.0778,0.9826,0
0,0.0467,34.91,0,0,0.1175,0.9035,0
0,0.0483,71.76,0,0,0.1393,0.7958,0
13,0.6021,3.37,0,1,0.4805,0.293,1
0,0.0792,4.17,0,0,0.2022,0.9309,0
0,0.0394,19.39,0,0,0.318,0.7991,0
1,0.12,55.54,0,0,0.0364,0.9542,0
0,0.1726,3.98,0,0,0.04,0.9265,0
0,0.0636,6.81,0,1,0.1225,0.8215,0
7,0.6591,35.49,1,1,0.6318,0.1367,1
0,0.0271,40.28,0,0,0.1814,0.9511,0
1,0.0592,46.27,0,0,0.1936,0.9025,0
0,0.1376,13.0,0,0,0.1916,0.9128,0
0,0.2157,81.37,0,0,0.1508,0.8754,0
1,0.0883,18.23,0,0,0.0162,0.9291,0
4,0.7946,136.61,0,0,0.6564,0.3289,1
0,0.126,53.47,0,0,0.1425,0.9807,0
0,0.0586,32.78,0,0,0.0669,0.7646,0
0,0.3221,38.22,0,0,0.0591,0.889,0
10,0.9358,3318.51,1,0,0.6645,0.2865,1
0,0.0632,1.94,0,0,0.3132,0.9158,0
0,0.2555,29.4,0,0,0.0773,0.8621,0
17,0.8995,3446.55,1,1,0.768,0.1585,1
1,0.0092,29.86,0,0,0.0699,0.9344,0
1,0.052,142.38,0,0,0.0643,0.8331,0
2,0.0709,20.96,0,0,0.1019,0.8916,0
0,0.0163,3.0,0,0,0.1021,0.8636,0
1,0.0344,32.96,0,0,0.0959,0.7586,0
0,0.0166,9.33,0,0,0.2264,0.837,0
0,0.0415,36.32,0,0,0.2875,0.7058,0
1,0.1381,26.73,0,0,0.2026,0.8856,0
1,0.2319,17.52,0,0,0.1654,0.8103,0
1,0.0449,25.58,0,0,0.1957,0.6801,0
1,0.1986,21.82,0,0,0.0259,0.9181,0
1,0.1661,78.05,0,0,0.1976,0.8033,0
0,0.1944,8.18,0,0,0.1835,0.7431,0
0,0.0944,7.61,0,0,0.074,0.511,0
1,0.1174,2.53,0,0,0.3368,0.6228,0
1,0.2713,10.52,0,0,0.1894,0.8167,0
0,0.1103,55.72,0,0,0.0847,0.5877,0
1,0.1108,22.97,0,0,0.0708,0.8389,0
0,0.1125,4.14,0,0,0.0324,0.9177,0
0,0.0834,24.41,0,0,0.0811,0.9827,0
8,0.9732,1604.82,1,0,0.3702,0.0387,1
0,0.1385,21.79,0,0,0.1111,0.6068,0
1,0.0838,70.99,0,0,0.1572,0.8318,0
14,0.8429,1409.41,1,1,0.4736,0.0453,1
0,0.086,46.43,0,0,0.0196,0.9005,0
0,0.0579,19.05,0,0,0.0605,0.8579,0
0,0.0789,12.85,0,0,0.1173,0.6383,0
0,0.0658,141.37,0,1,0.1726,0.7145,0
1,0.3527,90.22,0,0,0.0257,0.7917,0
1,0.1809,34.2,0,0,0.0974,0.8854,0
2,0.0123,83.21,0,0,0.2067,0.8653,0
0,0.1356,24.62,0,0,0.0681,0.8815,0
12,0.5754,3.02,0,0,0.5942,0.2338,1
0,0.1486,6.86,0,0,0.0932,0.7848,0
0,0.0137,8.23,0,1,0.086,0.589,0
0,0.1095,3.05,0,0,0.3705,0.4528,0
7,0.7755,92.37,0,1,0.666,0.1844,1
2,0.0506,35.59,0,0,0.0306,0.7925,0
1,0.0454,21.81,0,0,0.313,0.9607,0
0,0.0192,5.13,0,0,0.2675,0.7125,0
1,0.0424,4.04,0,1,0.4346,0.6562,0
1,0.198,42.29,0,0,0.1547,0.722,0
0,0.0602,36.04,0,0,0.3868,0.5702,0
9,0.9527,3393.09,0,1,0.8157,0.6194,1
1,0.1565,72.69,0,0,0.2415,0.8031,0
0,0.1516,22.13,0,0,0.2545,0.9298,0
1,0.24,76.22,0,0,0.0085,0.8048,0
0,0.0609,22.57,0,0,0.0122,0.7735,0
0,0.0765,18.72,0,0,0.1132,0.7285,0
0,0.0578,21.11,0,0,0.03,0.9626,0
0,0.1683,5.68,0,0,0.2937,0.8457,0
0,0.0383,5.0,0,0,0.1452,0.8351,0
1,0.1248,52.64,0,0,0.1962,0.885,0
0,0.0119,18.75,0,0,0.2618,0.876,0
0,0.1201,62.24,0,0,0.1992,0.8669,0
1,0.0468,17.69,0,0,0.3723,0.874,0
0,0.2136,28.12,0,0,0.4864,0.7608,0
1,0.1052,5.8,0,0,0.0553,0.707,0
0,0.0638,51.18,0,0,0.5026,0.9323,0
0,0.0189,6.46,0,0,0.005,0.9886,0
0,0.0166,29.94,0,0,0.0586,0.8777,0
1,0.0925,26.34,0,0,0.1429,0.7381,0
0,0.0343,11.13,0,0,0.2095,0.9439,0
2,0.2348,17.12,0,0,0.1633,0.8077,0
0,0.1175,4.79,0,0,0.1129,0.882,0
1,0.0845,55.37,0,0,0.1847,0.8155,0
6,0.7793,3493.15,1,0,0.5452,0.1842,1
8,0.7745,260.16,0,1,0.6576,0.5751,1
1,0.007,4.75,0,0,0.073,0.3344,0
2,0.326,3.83,0,0,0.2654,0.6548,0
0,0.0494,10.95,0,0,0.0286,0.9336,0
0,0.1078,38.75,0,0,0.1225,0.9471,0
0,0.2271,6.86,0,0,0.0698,0.6233,0
8,0.9113,1799.2,1,1,0.6573,0.2123,1
0,0.0181,24.32,0,0,0.0509,0.8992,0
1,0.1483,127.04,0,0,0.1244,0.837,0
0,0.0447,6.51,0,0,0.0862,0.7586,0
0,0.1065,26.88,0,0,0.038,0.9457,0
0,0.0241,7.03,0,0,0.1495,0.9584,0
5,0.8647,66.01,0,1,0.7791,0.2235,1
0,0.008,67.89,0,0,0.1172,0.8146,0
0,0.2175,8.06,0,0,0.3067,0.8065,0
1,0.1312,4.26,0,0,0.011,0.8559,0
0,0.1151,0.94,0,0,0.1812,0.9107,0
0,0.0273,48.2,0,0,0.0717,0.9249,0
6,0.7857,1135.06,1,1,0.8893,0.0285,1
2,0.161,1.14,0,0,0.1717,0.9587,0
1,0.154,42.14,0,0,0.3808,0.892,0
1,0.143,15.14,0,0,0.2259,0.8584,0
0,0.0238,7.33,0,0,0.2479,0.9579,0
0,0.1858,3.82,0,0,0.2893,0.8752,0
0,0.0278,71.02,0,0,0.1066,0.9965,0
1,0.159,15.26,0,0,0.315,0.7645,0
5,0.8375,3263.98,1,0,0.627,0.3775,1
0,0.1766,35.91,0,0,0.2214,0.8335,0
0,0.0852,100.63,0,0,0.0088,0.9136,0
9,0.6196,2965.19,1,0,0.7255,0.1025,1
0,0.0146,58.41,0,0,0.0074,0.8718,0
23,0.9377,2370.32,1,0,0.7175,0.0395,1
7,0.8833,2533.73,1,1,0.6495,0.2414,1
0,0.0438,23.83,0,0,0.0864,0.8085,0
1,0.054,9.07,0,1,0.0135,0.8419,0
17,0.8786,2070.26,1,1,0.5714,0.1261,1
2,0.1964,13.14,0,0,0.0136,0.992,0
8,0.6758,24.61,1,1,0.6358,0.3353,1
1,0.0781,13.85,0,0,0.3238,0.8749,0
0,0.1092,102.64,0,0,0.3789,0.8235,0
1,0.1373,73.31,0,0,0.0796,0.9045,0
0,0.0213,78.16,0,1,0.0854,0.9681,0
1,0.2572,25.52,0,1,0.0688,0.9604,0
0,0.0482,22.29,0,0,0.0827,0.9571,0
2,0.4532,34.37,0,0,0.0877,0.9734,0
9,0.7238,2658.98,0,0,0.4124,0.1697,1
0,0.0576,17.84,0,0,0.1049,0.9605,0
0,0.1291,0.87,0,0,0.0656,0.7062,0
9,0.9006,998.54,0,1,0.5288,0.0446,1
1,0.0432,4.28,0,0,0.1916,0.9798,0
10,0.7096,3273.53,1,0,0.9249,0.0421,1
1,0.0983,21.69,0,0,0.1686,0.8652,0
0,0.1424,60.33,0,0,0.0569,0.7845,0
0,0.0448,133.76,0,0,0.1096,0.912,0
1,0.1139,102.34,0,0,0.1317,0.9868,0
1,0.0784,4.31,0,0,0.0921,0.7565,0
0,0.0886,72.72,0,0,0.1495,0.9826,0
0,0.0205,17.52,0,0,0.0431,0.846,0
12,0.9297,3013.07,0,0,0.3348,0.35,1
1,0.0346,0.53,0,1,0.1785,0.8258,0
0,0.0543,10.42,0,0,0.4353,0.7921,0
3,0.0512,10.2,0,0,0.3339,0.6753,0
7,0.8773,1786.86,1,0,0.8499,0.2806,1
0,0.035,49.3,0,0,0.2044,0.867,0
6,0.7062,2644.14,1,1,0.8688,0.3665,1
0,0.1672,4.12,0,0,0.0196,0.6414,0
1,0.0612,34.35,0,0,0.2334,0.913,0
0,0.0959,2.48,0,0,0.0903,0.971,0
2,0.0531,1.01,0,0,0.0711,0.963,0
0,0.1945,46.52,0,0,0.7768,0.9112,0
2,0.0391,1.9,0,0,0.0391,0.6874,0
1,0.1353,0.04,0,0,0.1609,0.7873,0
0,0.314,6.04,0,0,0.0258,0.705,0
0,0.1351,10.69,0,0,0.126,0.973,0
9,0.9577,45.76,0,1,0.4081,0.325,1
0,0.089,46.68,0,0,0.0529,0.9543,0
0,0.2756,28.56,0,0,0.4114,0.6112,0
1,0.1704,23.66,0,0,0.3645,0.6733,0
0,0.2068,16.14,0,0,0.0218,0.8567,0
0,0.0481,86.74,0,0,0.0084,0.9839,0
1,0.0912,0.1,0,0,0.1018,0.9854,0
0,0.1332,32.0,0,0,0.1279,0.9164,0
2,0.0598,20.08,0,0,0.0306,0.7996,0
2,0.0809,83.67,0,0,0.0505,0.8718,0
10,0.9192,866.82,0,1,0.7686,0.1514,1
1,0.0698,104.75,0,0,0.1493,0.8159,0
0,0.2988,24.84,0,0,0.0495,0.8365,0
10,0.864,17.35,0,0,0.4372,0.0685,1
1,0.1655,17.2,0,0,0.1713,0.9344,0
0,0.125,6.79,0,0,0.2979,0.9063,0
0,0.1684,20.25,0,0,0.0238,0.9648,0
1,0.1335,8.02,0,0,0.3119,0.7654,0
0,0.0691,85.19,0,0,0.1892,0.957,0
1,0.0592,6.88,0,0,0.0729,0.963,0
0,0.0727,5.98,0,0,0.0899,0.9482,0
1,0.0826,0.58,0,1,0.0234,0.6279,0
0,0.1677,36.5,0,0,0.0562,0.8644,0
0,0.1578,31.13,0,0,0.188,0.991,0
0,0.0854,30.74,0,0,0.2056,0.9378,0
1,0.0887,21.32,1,0,0.0307,0.7871,0
0,0.0253,49.81,0,0,0.1365,0.8953,0
0,0.1767,29.19,0,0,0.1727,0.8884,0
20,0.813,1285.62,1,1,0.8262,0.1836,1
0,0.1309,8.56,0,0,0.0344,0.8042,0
0,0.007,0.42,0,0,0.0124,0.8887,0
1,0.0593,46.42,0,0,0.0195,0.6846,0
1,0.3836,41.61,0,0,0.3994,0.8616,0
1,0.2494,47.89,0,0,0.4315,0.9029,0
0,0.0311,46.74,0,0,0.0945,0.9253,0
